subject,featuregraph_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry,excluded_by_ann1,excluded_by_ann2,excluded_by_both_annotators
2,84,19342.0,19357.0,19491.0,True,1.856,0.20048899999999997,0.20134228187919467,True,True,True
2,86,19833.0,19853.0,19916.0,True,1.784,0.10823999999999999,0.4819277108433735,True,True,True
2,87,19916.0,19931.0,19981.0,True,0.624,0.16358999999999999,0.46153846153846156,True,True,True
2,89,20340.0,20371.0,20494.0,True,2.064,0.17957900000000002,0.4025974025974026,True,True,True
2,90,20494.0,20500.0,20639.0,True,1.032,0.14514,0.08275862068965523,True,True,True
2,91,20639.0,20795.0,20974.0,True,2.36,1.25835,0.9313432835820895,False,False,False
2,92,20974.0,21003.0,21058.0,True,1.664,0.13653,0.6904761904761905,True,True,True
2,93,21058.0,21069.0,21138.0,True,0.528,0.10700899999999998,0.275,True,True,True
2,94,21138.0,21163.0,21193.0,True,0.752,0.14267999999999995,0.9090909090909091,True,True,True
2,96,21544.0,21562.0,21617.0,True,1.912,0.15990000000000001,0.4931506849315068,True,True,True
2,97,21617.0,21646.0,21701.0,True,0.672,0.12669000000000002,0.6904761904761905,True,True,True
2,99,22117.0,22137.0,22196.0,True,2.36,0.10823999999999998,0.5063291139240507,True,True,True
2,101,22618.0,22633.0,22688.0,True,2.328,0.14637000000000003,0.4285714285714286,True,True,True
2,103,23036.0,23058.0,23121.0,True,1.832,0.108239,0.5176470588235293,True,True,True
2,104,23121.0,23134.0,23179.0,True,0.608,0.13407,0.4482758620689655,True,True,True
2,106,23533.0,23557.0,23622.0,True,1.832,0.10577899999999997,0.5393258426966292,True,True,True
2,107,23622.0,23633.0,23688.0,True,0.608,0.14022,0.33333333333333337,True,True,True
2,109,24114.0,24133.0,24190.0,True,2.448,0.13652999999999998,0.5,True,True,True
2,111,24621.0,24630.0,24676.0,True,2.32,0.12545999999999996,0.32727272727272727,True,True,True
2,113,25028.0,25052.0,25114.0,True,1.872,0.10700899999999999,0.5581395348837209,True,True,True
2,115,25442.0,25460.0,25523.0,True,1.328,0.107009,0.4444444444444444,True,True,True
2,116,25523.0,25538.0,25600.0,True,0.624,0.12422899999999999,0.38961038961038963,True,True,True
2,118,26022.0,26032.0,26093.0,True,2.264,0.12915000000000001,0.2816901408450704,True,True,True
2,120,26513.0,26537.0,26599.0,True,2.392,0.10946900000000001,0.5581395348837209,True,True,True
2,122,27010.0,27038.0,27096.0,True,2.272,0.11192900000000001,0.6511627906976745,True,True,True
2,124,27504.0,27528.0,27582.0,True,2.184,0.12545900000000001,0.6153846153846154,True,True,True
2,126,27917.0,27950.0,28000.0,True,1.84,0.10700899999999999,0.7951807228915663,True,True,True
2,127,28000.0,28005.0,28077.0,True,0.44,0.11193000000000002,0.1298701298701299,True,True,True
2,129,28408.0,28409.0,28468.0,True,1.52,0.191881,0.033333333333333326,True,True,True
2,130,28468.0,28499.0,28551.0,True,0.72,0.12915000000000004,0.7469879518072289,True,True,True
2,132,28941.0,28977.0,29039.0,True,2.312,0.14513900000000002,0.7346938775510203,True,True,True
2,134,29457.0,29475.0,29527.0,True,2.384,0.14144899999999996,0.5142857142857142,True,True,True
2,136,29954.0,29969.0,30025.0,True,2.408,0.131609,0.4225352112676056,True,True,True
2,138,30451.0,30472.0,30534.0,True,2.424,0.10823899999999999,0.5060240963855422,True,True,True
2,140,30955.0,30973.0,31038.0,True,2.312,0.10700899999999998,0.4337349397590361,True,True,True
2,142,31377.0,31397.0,31456.0,True,1.616,0.108239,0.5063291139240507,True,True,True
2,144,31881.0,31893.0,31962.0,True,1.976,0.107009,0.2962962962962963,True,True,True
2,146,32371.0,32396.0,32459.0,True,2.12,0.10823899999999999,0.5681818181818181,True,True,True
2,147,32459.0,32469.0,32513.0,True,0.584,0.14637000000000003,0.37037037037037035,True,True,True
2,149,32861.0,32880.0,32937.0,True,1.992,0.119309,0.5,True,True,True
2,151,33170.0,33191.0,33346.0,True,0.992,1.1082801,0.23863636363636365,True,True,True
2,152,33346.0,33370.0,33503.0,True,1.432,0.13898899999999997,0.30573248407643316,True,True,True
2,154,33922.0,33934.0,33995.0,True,2.256,0.11930900000000001,0.3287671232876712,True,True,True
2,156,34420.0,34427.0,34556.0,True,2.328,0.21402,0.1029411764705882,True,True,True
2,158,34912.0,34936.0,34998.0,True,1.928,0.11069999999999998,0.5581395348837209,True,True,True
2,159,34998.0,35019.0,35068.0,True,0.664,0.14513999999999996,0.6,True,True,True
2,161,35420.0,35442.0,35508.0,True,1.888,0.107009,0.5,True,True,True
2,162,35508.0,35526.0,35572.0,True,0.672,0.13775999999999997,0.5625,True,True,True
2,164,35937.0,35952.0,36023.0,True,1.888,0.10946899999999998,0.34883720930232553,True,True,True
2,165,36023.0,36034.0,36099.0,True,0.656,0.12300000000000001,0.2894736842105263,True,True,True
2,167,36454.0,36473.0,36540.0,True,1.808,0.10700899999999998,0.4418604651162791,True,True,True
2,169,36967.0,36988.0,37053.0,True,2.096,0.10700899999999999,0.4883720930232558,True,True,True
2,172,37905.0,37920.0,37988.0,True,1.912,0.10823999999999999,0.3614457831325302,True,True,True
2,173,37988.0,38003.0,38051.0,True,0.664,0.15621,0.47619047619047616,True,True,True
2,175,38405.0,38424.0,38487.0,True,1.848,0.105779,0.46341463414634143,True,True,True
2,176,38487.0,38521.0,38529.0,True,0.776,0.09225000000000001,0.38095238095238093,True,True,True
2,178,38903.0,38922.0,38987.0,True,1.952,0.10946900000000001,0.45238095238095233,True,True,True
2,180,39393.0,39413.0,39468.0,True,2.0,0.12792000000000003,0.5333333333333333,True,True,True
2,182,39806.0,39822.0,39886.0,True,1.72,0.10823999999999999,0.4,True,True,True
2,183,39886.0,39897.0,39944.0,True,0.6,0.14145,0.3793103448275862,True,True,True
2,187,40768.0,40794.0,40858.0,True,1.624,0.11069999999999998,0.5777777777777777,True,True,True
2,190,41669.0,41678.0,41744.0,True,2.128,0.234931,0.24,True,True,True
2,193,42558.0,42570.0,42717.0,True,1.584,0.15498,0.15094339622641506,True,True,True
2,195,43136.0,43139.0,43279.0,True,1.888,0.21770899999999999,0.04195804195804198,True,True,True
2,197,43623.0,43644.0,43771.0,True,1.808,0.216479,0.28378378378378377,True,True,True
2,199,44117.0,44137.0,44270.0,True,1.768,0.20418000000000003,0.261437908496732,True,True,True
2,201,44620.0,44628.0,44698.0,True,1.776,0.10823899999999999,0.20512820512820518,True,True,True
2,202,44698.0,44706.0,44765.0,True,0.624,0.15866999999999998,0.23880597014925375,True,True,True
2,205,45516.0,45534.0,45594.0,True,1.84,0.218941,0.46153846153846156,True,True,True
2,206,45594.0,45619.0,45744.0,True,0.68,0.16236,0.33333333333333337,True,True,True
2,208,45910.0,45918.0,45930.0,True,1.136,0.08732899999999999,0.8,True,True,True
2,212,47108.0,47122.0,47180.0,True,2.296,0.16359,0.38888888888888884,True,True,True
2,215,48109.0,48122.0,48176.0,True,2.832,0.10946999999999997,0.3880597014925373,True,True,True
2,218,49257.0,49276.0,49331.0,True,2.416,0.11316000000000001,0.5135135135135135,True,True,True
2,220,49832.0,49842.0,49870.0,True,2.912,0.08364000000000002,0.5263157894736843,True,True,True
2,222,50231.0,50249.0,50388.0,True,1.96,0.16235900000000003,0.2292993630573248,True,True,True
2,225,51315.0,51337.0,51486.0,True,1.984,0.135299,0.2573099415204678,True,True,True
2,228,52403.0,52420.0,52493.0,True,1.976,0.10824,0.37777777777777777,True,True,True
2,229,52493.0,52502.0,52573.0,True,0.656,0.11438999999999999,0.22499999999999998,True,True,True
2,231,53088.0,53092.0,53125.0,True,2.688,0.08240999999999997,0.21621621621621623,True,True,True
2,235,54401.0,54410.0,54474.0,True,1.864,0.113159,0.2465753424657534,True,True,True
2,237,54890.0,54912.0,54953.0,True,2.248,0.13775999999999997,0.6984126984126984,True,True,True
2,239,55360.0,55400.0,55447.0,True,2.464,0.16113,0.9195402298850575,True,True,True
2,241,55682.0,55715.0,55845.0,True,1.064,1.000001,0.4049079754601227,True,True,True
2,242,55845.0,55875.0,56020.0,True,1.28,0.14144900000000002,0.34285714285714286,True,True,True
2,243,56020.0,56037.0,56078.0,True,1.296,0.17096999999999998,0.5862068965517242,True,True,True
2,246,56726.0,56745.0,56876.0,True,2.096,0.156209,0.2533333333333333,True,True,True
2,249,57778.0,57795.0,57931.0,True,2.104,0.14267899999999997,0.2222222222222222,True,True,True
2,251,58351.0,58364.0,58432.0,True,2.288,0.10946900000000001,0.32098765432098764,True,True,True
2,253,58846.0,58867.0,58934.0,True,2.032,0.10946899999999998,0.4772727272727273,True,True,True
2,254,58934.0,58971.0,58979.0,True,0.832,0.10331999999999995,0.3555555555555555,True,True,True
2,257,59782.0,59799.0,59937.0,True,1.856,0.151289,0.21935483870967742,True,True,True
3,1,173.0,294.0,596.0,True,,0.49267,0.5721040189125295,False,False,False
3,9,3557.0,3574.0,3633.0,True,2.048,0.10752999999999997,0.4473684210526315,True,True,True
3,31,12575.0,12656.0,12666.0,True,3.288,0.23754,0.21978021978021978,True,True,True
3,32,12666.0,12700.0,12982.0,True,0.352,0.4203300000000001,0.21518987341772156,False,False,False
3,33,12982.0,13027.0,13097.0,True,2.616,0.40859999999999996,0.782608695652174,True,True,True
3,37,14178.0,14195.0,14208.0,True,2.504,0.04497000000000004,0.8666666666666667,True,True,True
3,53,20120.0,20145.0,20194.0,True,1.704,0.10459,0.6756756756756757,True,True,True
3,76,29376.0,29393.0,29454.0,True,2.032,0.09970999999999998,0.4358974358974359,True,True,True
3,82,31537.0,31624.0,31649.0,True,3.328,0.31574,0.4464285714285714,True,True,True
3,85,32435.0,32520.0,32543.0,True,3.472,0.29521,0.42592592592592593,True,True,True
3,90,34053.0,34062.0,34122.0,True,2.192,0.08993000000000001,0.26086956521739135,True,True,True
3,91,34122.0,34212.0,34225.0,True,1.2,0.28641000000000005,0.2524271844660194,True,True,True
3,98,36532.0,36541.0,36600.0,True,2.208,0.07918,0.2647058823529411,True,True,True
3,101,37485.0,37575.0,37606.0,True,3.36,0.29521000000000003,0.5123966942148761,True,True,True
3,109,40431.0,40518.0,40536.0,True,3.256,0.28837,0.34285714285714286,True,True,True
3,122,45448.0,45461.0,45536.0,True,1.632,0.09482000000000002,0.2954545454545454,True,True,True
3,126,46784.0,46890.0,46905.0,True,3.256,0.3450599999999999,0.2479338842975206,True,True,True
3,155,58814.0,58848.0,58874.0,True,2.6,0.10264000000000001,0.8666666666666667,True,True,True
3,157,59291.0,59349.0,59393.0,True,3.264,0.17889,0.8627450980392157,True,True,True
4,1,44.0,46.0,118.0,True,,0.03614,0.05405405405405406,True,True,True
4,2,118.0,216.0,512.0,True,1.36,0.48192999999999997,0.4974619289340102,False,False,False
4,3,512.0,526.0,586.0,True,2.48,0.039159999999999966,0.3783783783783784,True,True,True
4,5,916.0,932.0,973.0,True,2.04,0.06927,0.5614035087719298,True,True,True
4,9,2034.0,2047.0,2132.0,True,2.496,0.03916000000000001,0.26530612244897955,True,True,True
4,12,2916.0,2925.0,3068.0,True,1.928,0.05722999999999998,0.11842105263157898,True,True,True
4,15,3883.0,3903.0,3969.0,True,2.56,0.054220000000000025,0.4651162790697675,True,True,True
4,18,4765.0,4772.0,4834.0,True,1.88,0.03615,0.2028985507246377,True,True,True
4,20,5163.0,5166.0,5231.0,True,1.776,0.042170000000000006,0.08823529411764708,True,True,True
4,21,5231.0,5250.0,5309.0,True,0.672,0.03614,0.4871794871794872,True,True,True
4,23,5555.0,5561.0,5792.0,True,1.232,0.05120000000000006,0.05063291139240511,True,True,True
4,26,6512.0,6530.0,6597.0,True,1.72,0.03615,0.42352941176470593,True,True,True
4,27,6597.0,6605.0,6672.0,True,0.6,0.036149999999999925,0.21333333333333337,True,True,True
4,29,6838.0,6861.0,7153.0,True,0.608,0.39156789999999997,0.14603174603174607,True,True,True
4,31,7395.0,7401.0,7464.0,True,1.208,0.03615,0.17391304347826086,True,True,True
4,32,7464.0,7478.0,7541.0,True,0.616,0.042170000000000006,0.36363636363636365,True,True,True
4,33,7541.0,7569.0,7599.0,True,0.728,0.06625999999999999,0.9655172413793104,True,True,True
4,35,7949.0,7955.0,8021.0,True,2.224,0.03614,0.16666666666666663,True,True,True
4,37,8429.0,8432.0,8505.0,True,2.552,0.04216999999999997,0.07894736842105265,True,True,True
4,40,9292.0,9338.0,9384.0,True,2.8,0.07229000000000001,1.0,True,True,True
4,42,9844.0,9873.0,9901.0,True,3.128,0.06928000000000004,0.9824561403508771,True,True,True
4,44,10256.0,10262.0,10337.0,True,2.256,0.04217000000000005,0.14814814814814814,True,True,True
4,45,10337.0,10366.0,10392.0,True,0.832,0.042170000000000006,0.9454545454545454,True,True,True
4,49,11617.0,11624.0,11693.0,True,2.552,0.04818999999999997,0.1842105263157895,True,True,True
4,52,12475.0,12525.0,12606.0,True,2.728,0.07229000000000001,0.7633587786259541,True,True,True
4,54,12885.0,12889.0,13042.0,True,1.512,0.060249999999999956,0.05095541401273884,True,True,True
4,56,13434.0,13472.0,13541.0,True,2.664,0.06627000000000004,0.7102803738317758,True,True,True
4,59,14237.0,14246.0,14306.0,True,1.904,0.042170000000000006,0.26086956521739135,True,True,True
4,61,14629.0,14656.0,14701.0,True,2.024,0.03314,0.75,True,True,True
4,62,14701.0,14729.0,14792.0,True,0.584,0.11144999999999997,0.6153846153846154,True,True,True
4,64,15135.0,15189.0,15268.0,True,2.472,0.10542,0.8120300751879699,True,True,True
4,66,15577.0,15589.0,15608.0,True,1.864,0.009040000000000013,0.7741935483870968,True,True,True
4,67,15608.0,15612.0,15704.0,True,0.184,0.08131999999999996,0.08333333333333337,True,True,True
4,69,16105.0,16145.0,16220.0,True,2.952,0.08735000000000002,0.6956521739130435,True,True,True
4,71,16595.0,16639.0,16676.0,True,2.68,0.08433000000000002,0.9135802469135803,True,True,True
4,74,17305.0,17317.0,17453.0,True,1.312,0.06024000000000003,0.16216216216216217,True,True,True
4,76,17768.0,17786.0,17842.0,True,1.96,0.04518000000000001,0.4864864864864865,True,True,True
4,77,17842.0,17878.0,17911.0,True,0.736,0.07831999999999997,0.9565217391304348,True,True,True
4,79,18241.0,18256.0,18335.0,True,2.12,0.07228,0.3191489361702128,True,True,True
4,81,18556.0,18572.0,18740.0,True,1.264,0.054219999999999983,0.17391304347826086,True,True,True
4,83,19090.0,19112.0,19174.0,True,2.32,0.08735000000000002,0.5238095238095238,True,True,True
4,85,19493.0,19506.0,19567.0,True,1.896,0.039159999999999966,0.3513513513513513,True,True,True
4,86,19567.0,19584.0,19643.0,True,0.624,0.03915,0.4473684210526315,True,True,True
4,88,19954.0,19985.0,20049.0,True,2.008,0.09037000000000003,0.6526315789473685,True,True,True
4,91,20829.0,20842.0,20982.0,True,2.04,0.08132999999999993,0.16993464052287577,True,True,True
4,93,21211.0,21230.0,21318.0,True,1.192,0.08734999999999998,0.3551401869158879,True,True,True
4,94,21318.0,21335.0,21447.0,True,0.84,0.045190000000000015,0.26356589147286824,True,True,True
4,97,22086.0,22098.0,22171.0,True,1.192,0.03916000000000001,0.2823529411764706,True,True,True
4,98,22171.0,22174.0,22246.0,True,0.608,0.05722999999999998,0.07999999999999996,True,True,True
4,100,22563.0,22581.0,22729.0,True,1.976,0.04518000000000001,0.2168674698795181,True,True,True
4,102,23050.0,23078.0,23130.0,True,1.984,0.04518000000000001,0.7,True,True,True
4,103,23130.0,23147.0,23210.0,True,0.552,0.06927000000000004,0.42500000000000004,True,True,True
4,105,23532.0,23551.0,23607.0,True,2.064,0.03916000000000001,0.5066666666666666,True,True,True
4,108,24418.0,24429.0,24490.0,True,2.032,0.04819000000000001,0.3055555555555556,True,True,True
4,110,24830.0,24837.0,25014.0,True,2.216,0.07228999999999997,0.07608695652173914,True,True,True
4,112,25306.0,25320.0,25460.0,True,1.728,0.03916000000000005,0.18181818181818177,True,True,True
4,113,25460.0,25486.0,25549.0,True,1.328,0.054219999999999983,0.5842696629213483,True,True,True
4,117,26681.0,26686.0,26728.0,True,2.208,0.04518000000000001,0.21276595744680848,True,True,True
4,118,26728.0,26748.0,26788.0,True,0.496,0.09638000000000002,0.6666666666666667,True,True,True
4,120,27117.0,27136.0,27203.0,True,2.04,0.04518000000000001,0.4418604651162791,True,True,True
4,122,27592.0,27624.0,27671.0,True,2.464,0.04818999999999997,0.810126582278481,True,True,True
4,124,28077.0,28108.0,28154.0,True,2.72,0.057230000000000024,0.8051948051948052,True,True,True
4,126,28483.0,28493.0,28550.0,True,1.92,0.054219999999999983,0.29850746268656714,True,True,True
4,127,28550.0,28594.0,28655.0,True,0.808,0.10240999999999996,0.8380952380952381,True,True,True
4,129,28967.0,28976.0,29024.0,True,1.888,0.039159999999999966,0.3157894736842105,True,True,True
4,131,29427.0,29440.0,29495.0,True,2.336,0.06324999999999995,0.38235294117647056,True,True,True
4,134,30231.0,30238.0,30308.0,True,1.736,0.042170000000000006,0.18181818181818177,True,True,True
4,135,30308.0,30334.0,30397.0,True,0.768,0.04518000000000001,0.5842696629213483,True,True,True
4,138,31228.0,31230.0,31281.0,True,2.072,0.06928,0.07547169811320753,True,True,True
4,140,31605.0,31613.0,31757.0,True,1.688,0.05121000000000002,0.10526315789473684,True,True,True
4,141,31757.0,31784.0,31927.0,True,1.368,0.08132,0.3176470588235294,True,True,True
4,143,32240.0,32259.0,32325.0,True,1.912,0.042170000000000006,0.44705882352941173,True,True,True
4,144,32325.0,32326.0,32425.0,True,0.536,0.051200000000000016,0.020000000000000018,True,True,True
4,146,32725.0,32729.0,32834.0,True,1.76,0.07529999999999996,0.07339449541284404,True,True,True
4,147,32834.0,32844.0,32855.0,True,0.92,0.03915,0.9523809523809523,True,True,True
4,148,32855.0,32896.0,32933.0,True,0.416,0.07530999999999997,0.9487179487179487,True,True,True
4,150,33280.0,33301.0,33355.0,True,2.256,0.04517999999999997,0.56,True,True,True
4,152,33701.0,33730.0,33750.0,True,2.256,0.03915,0.8163265306122449,True,True,True
4,153,33750.0,33857.0,33904.0,True,1.016,0.48494,0.6103896103896104,False,True,False
4,157,35040.0,35054.0,35109.0,True,2.432,0.051200000000000016,0.4057971014492754,True,True,True
4,159,35438.0,35446.0,35513.0,True,1.936,0.03614000000000004,0.21333333333333337,True,True,True
4,160,35513.0,35533.0,35604.0,True,0.696,0.05722000000000002,0.43956043956043955,True,True,True
4,162,35997.0,36008.0,36072.0,True,2.456,0.036149999999999925,0.29333333333333333,True,True,True
4,164,36325.0,36335.0,36396.0,True,1.456,0.039159999999999966,0.2816901408450704,True,True,True
4,165,36396.0,36418.0,36478.0,True,0.664,0.04819999999999998,0.5365853658536586,True,True,True
4,167,36803.0,36812.0,36883.0,True,1.864,0.039159999999999966,0.22499999999999998,True,True,True
4,168,36883.0,36892.0,36961.0,True,0.64,0.039159999999999966,0.23076923076923073,True,True,True
4,170,37206.0,37218.0,37280.0,True,1.264,0.03615,0.32432432432432434,True,True,True
4,171,37280.0,37300.0,37426.0,True,0.656,0.054219999999999983,0.273972602739726,True,True,True
4,173,37763.0,37774.0,37841.0,True,1.768,0.03916000000000005,0.28205128205128205,True,True,True
4,174,37841.0,37864.0,37925.0,True,0.72,0.04518000000000001,0.5476190476190477,True,True,True
4,176,38243.0,38266.0,38326.0,True,1.976,0.03614999999999997,0.5542168674698795,True,True,True
4,177,38326.0,38340.0,38403.0,True,0.592,0.042170000000000006,0.36363636363636365,True,True,True
4,180,39131.0,39151.0,39212.0,True,1.912,0.03614,0.49382716049382713,True,True,True
4,181,39212.0,39226.0,39275.0,True,0.6,0.051200000000000016,0.4444444444444444,True,True,True
4,183,39622.0,39628.0,39773.0,True,2.072,0.054220000000000025,0.07947019867549665,True,True,True
4,187,40763.0,40772.0,40840.0,True,2.024,0.03916000000000001,0.23376623376623373,True,True,True
4,190,41409.0,41423.0,41564.0,True,1.352,0.04517999999999997,0.1806451612903226,True,True,True
4,193,42292.0,42303.0,42372.0,True,1.832,0.04217000000000005,0.275,True,True,True
4,194,42372.0,42389.0,42439.0,True,0.688,0.04517999999999997,0.5074626865671642,True,True,True
4,198,43684.0,43698.0,43760.0,True,1.936,0.04518000000000001,0.368421052631579,True,True,True
4,199,43760.0,43787.0,43813.0,True,0.712,0.06626999999999995,0.9811320754716981,True,True,True
4,201,44176.0,44190.0,44250.0,True,2.352,0.042170000000000006,0.3783783783783784,True,True,True
4,205,45419.0,45423.0,45490.0,True,1.656,0.039159999999999966,0.11267605633802813,True,True,True
4,206,45490.0,45511.0,45572.0,True,0.704,0.03615,0.5121951219512195,True,True,True
4,208,46001.0,46008.0,46074.0,True,2.504,0.03614000000000004,0.1917808219178082,True,True,True
4,210,46564.0,46598.0,46675.0,True,3.36,0.05722999999999995,0.6126126126126126,True,True,True
4,212,46999.0,47015.0,47144.0,True,1.896,0.06023999999999999,0.2206896551724138,True,True,True
4,214,47505.0,47510.0,47594.0,True,1.856,0.04217000000000005,0.1123595505617978,True,True,True
4,215,47594.0,47600.0,47640.0,True,0.72,0.042170000000000006,0.26086956521739135,True,True,True
4,218,48423.0,48426.0,48499.0,True,1.928,0.05121000000000002,0.07894736842105265,True,True,True
4,219,48499.0,48516.0,48578.0,True,0.72,0.03614999999999997,0.430379746835443,True,True,True
4,221,48999.0,49024.0,49071.0,True,2.592,0.05120999999999998,0.6944444444444444,True,True,True
4,223,49459.0,49468.0,49483.0,True,2.176,0.042170000000000006,0.75,True,True,True
4,225,49853.0,49869.0,49915.0,True,2.336,0.04518000000000001,0.5161290322580645,True,True,True
4,228,50695.0,50704.0,50838.0,True,1.784,0.06024000000000003,0.12587412587412583,True,True,True
4,230,51115.0,51125.0,51258.0,True,1.624,0.08734999999999998,0.1398601398601399,True,True,True
4,232,51627.0,51628.0,51703.0,True,2.096,0.039159999999999966,0.02631578947368418,True,True,True
4,234,52050.0,52078.0,52138.0,True,2.256,0.04820000000000002,0.6363636363636364,True,True,True
4,235,52138.0,52153.0,52195.0,True,0.6,0.07229000000000001,0.5263157894736843,True,True,True
4,237,52551.0,52590.0,52687.0,True,2.248,0.06324999999999995,0.5735294117647058,True,True,True
4,239,53041.0,53081.0,53134.0,True,2.536,0.054219999999999983,0.8602150537634409,True,True,True
4,240,53134.0,53154.0,53189.0,True,0.584,0.07529999999999996,0.7272727272727273,True,True,True
4,242,53471.0,53472.0,53557.0,True,1.624,0.06324999999999999,0.023255813953488413,True,True,True
4,243,53557.0,53572.0,53593.0,True,0.8,0.03615,0.8333333333333334,True,True,True
4,245,54043.0,54080.0,54143.0,True,2.776,0.06326,0.74,True,True,True
4,247,54490.0,54511.0,54579.0,True,2.048,0.04518000000000001,0.4719101123595506,True,True,True
4,250,55446.0,55479.0,55537.0,True,2.888,0.06325000000000003,0.7252747252747253,True,True,True
4,252,55892.0,55914.0,55967.0,True,2.176,0.06023999999999999,0.5866666666666667,True,True,True
4,254,56343.0,56361.0,56397.0,True,2.264,0.05120999999999994,0.6666666666666667,True,True,True
4,256,56796.0,56809.0,56848.0,True,2.272,0.07229000000000001,0.5,True,True,True
4,259,57615.0,57618.0,57701.0,True,1.472,0.042170000000000006,0.06976744186046513,True,True,True
